Time,ElbowFlexion,ElbowSupination,ShoulderFlexion,ShoulderAbduction,ShoulderRotation,User,Label
0.0,0.8185022857841816,0.1762721718993021,0.08942289399380449,0.057931835961848706,0.4852019994730961,1,HAMMER_CURLS
0.025,0.8187605241445821,0.17535778111910824,0.0657305200711166,0.05435346102974239,0.4871522657652292,1,HAMMER_CURLS
0.05,0.8160575835454246,0.18543271411003284,0.04513381684289483,0.04303502163855268,0.4892283159020203,1,HAMMER_CURLS
0.075,0.8113378115494791,0.21536897268284108,0.0306660101617195,0.02967424616024637,0.4875338168472206,1,HAMMER_CURLS
0.1,0.8074984398196542,0.23870893269315988,0.010879686052244878,0.025395435663261745,0.495608971200141,1,HAMMER_CURLS
0.125,0.805708290680153,0.22794108669354998,-0.0156880979872551,0.0192383583206469,0.5343271873568004,1,HAMMER_CURLS
0.15,0.7992727919489403,0.22450992742788292,-0.04489877961734476,0.00408220885298456,0.5655877151436097,1,HAMMER_CURLS
0.175,0.7789748585160919,0.26391922144668545,-0.07378568837068897,-0.006086959677049696,0.5504979026109381,1,HAMMER_CURLS
0.2,0.7488831145452225,0.30490001871767036,-0.0976948609258593,0.0027847447475621147,0.5070962913925354,1,HAMMER_CURLS
0.225,0.7198412774008481,0.3117884373666282,-0.11665197509015224,0.02102584858349215,0.46952012274833166,1,HAMMER_CURLS
0.25,0.6904319802811234,0.31909129654736695,-0.13197599312755842,0.038016035031840555,0.4409744220856772,1,HAMMER_CURLS
0.275,0.6579821859851379,0.3582885889806675,-0.14560901118855196,0.05175975427518821,0.4081632627760641,1,HAMMER_CURLS
0.3,0.625966022150323,0.40361823220154924,-0.16581202356572605,0.06263468374035468,0.37912227246245034,1,HAMMER_CURLS
0.325,0.5943091242547902,0.4349366921454936,-0.1962212409328269,0.07191896408194311,0.35992710556818225,1,HAMMER_CURLS
0.35,0.5608924070243718,0.46618571516833396,-0.23158879402792795,0.08723485949080619,0.3330710383981166,1,HAMMER_CURLS
0.375,0.5146878687656538,0.503696315379692,-0.25184613668983247,0.11429879441126,0.2930419623120803,1,HAMMER_CURLS
0.4,0.43857339491453345,0.5404113281017867,-0.24617973632805346,0.15094672648532598,0.24124907415187363,1,HAMMER_CURLS
0.425,0.31982470389035467,0.5909512763617834,-0.21389047541137635,0.1960937339902176,0.15800712664462022,1,HAMMER_CURLS
0.45,0.17713521121284695,0.6557275150033622,-0.1659103550104531,0.24360153178341679,0.049866982088357964,1,HAMMER_CURLS
0.475,0.03751928758226871,0.7179269561872932,-0.11564332372564842,0.28090932929345586,-0.061028771948756624,1,HAMMER_CURLS
0.5,-0.10110667083667461,0.7750851626162768,-0.06477608623256759,0.3132795281164746,-0.16176789011884823,1,HAMMER_CURLS
0.525,-0.25349269764603755,0.8302036050156711,-0.005670322101357457,0.34879161178570117,-0.24908026755832235,1,HAMMER_CURLS
0.55,-0.4192666243829015,0.8735845325920342,0.06113998937297599,0.3779404786876069,-0.3156995011304888,1,HAMMER_CURLS
0.575,-0.5955639168347991,0.8955442222783925,0.1285684059119096,0.39735673436605445,-0.35538076724285034,1,HAMMER_CURLS
0.6,-0.7900367624148924,0.9029316600644084,0.1899263733255029,0.4071357319340226,-0.3713169455338394,1,HAMMER_CURLS
0.625,-1.0050338664786063,0.9219524260302298,0.23491168865021622,0.4045315968750891,-0.38002966805238325,1,HAMMER_CURLS
0.65,-1.2421982547221575,0.951654428288194,0.26171223142024563,0.3929779358887775,-0.3923091644934081,1,HAMMER_CURLS
0.675,-1.502585550045225,0.9719949176309282,0.2786625153639299,0.3822665560127457,-0.403927846303094,1,HAMMER_CURLS
0.7,-1.7763524810084654,0.9691365908069337,0.28854487327140094,0.37777324350176,-0.40902498627431644,1,HAMMER_CURLS
0.725,-2.055396681024917,0.9422227914607343,0.2896690254478125,0.3787799765303748,-0.4013436290364535,1,HAMMER_CURLS
0.75,-2.3418991993821625,0.8982937318396527,0.286480916948438,0.377168384467214,-0.38371537497853125,1,HAMMER_CURLS
0.775,-2.6271113997253623,0.8454230525066442,0.27510042497662374,0.37178467648797814,-0.36723466624077267,1,HAMMER_CURLS
0.8,-2.9058325423350606,0.789526657112496,0.25230967725199804,0.36698925291632656,-0.36166501578578064,1,HAMMER_CURLS
0.825,-3.182005729275894,0.7317582246492894,0.22712293046895554,0.356661862876453,-0.3572129412403696,1,HAMMER_CURLS
0.85,-3.4508486425724145,0.6783305326217842,0.21214069279384978,0.33170847186097424,-0.3452012440576624,1,HAMMER_CURLS
0.875,-3.692412741329612,0.6320981631421388,0.21802635296579256,0.3019966695188018,-0.33894699091532926,1,HAMMER_CURLS
0.9,-3.8918333003790018,0.584881024749256,0.2598153613515764,0.28666041327731523,-0.3383352840731702,1,HAMMER_CURLS
0.925,-4.053135330664654,0.4796499636682032,0.34740188588760784,0.2753833950439503,-0.3009769911573971,1,HAMMER_CURLS
0.95,-4.198034347836973,0.28186289749763166,0.44549731865183206,0.25031729785296697,-0.2207117455145834,1,HAMMER_CURLS
0.975,-4.356859573947351,0.03012242531685796,0.5048494180365745,0.21971055617512925,-0.14850349932437898,1,HAMMER_CURLS
1.0,-4.533183567367962,-0.2304914349674788,0.50191708571516,0.22325629265926017,-0.15021544947529025,1,HAMMER_CURLS
1.025,-4.719166110458828,-0.44624293286696765,0.4658052670289552,0.2642917691433573,-0.245169838715399,1,HAMMER_CURLS
1.05,-4.903227883571606,-0.5766813172333344,0.43599390799744814,0.3043231909006954,-0.39355334340065656,1,HAMMER_CURLS
1.075,-5.059553385788226,-0.6492747866632198,0.41906376514173116,0.30569131265486865,-0.5136917705072758,1,HAMMER_CURLS
1.1,-5.164848266793417,-0.7158261206929154,0.3907572819994121,0.2562768253873844,-0.5447165211209458,1,HAMMER_CURLS
1.125,-5.217056396104313,-0.7937576736043314,0.3121016824179492,0.17629712183460872,-0.4963637934753131,1,HAMMER_CURLS
1.15,-5.225279967946167,-0.8369920216807594,0.15565190878331753,0.09768224771395215,-0.4384053716388479,1,HAMMER_CURLS
1.175,-5.1896231600497424,-0.8044327845540915,-0.07868679339162092,0.0336858070697932,-0.4393806193744966,1,HAMMER_CURLS
1.2,-5.099021036861592,-0.7066978189085886,-0.3789451238942299,-0.022072502435123674,-0.5215268219898787,1,HAMMER_CURLS
1.225,-4.935944141288854,-0.5777855924501392,-0.7400243803685698,-0.06228004622335832,-0.6819122450898089,1,HAMMER_CURLS
1.25,-4.707554218922938,-0.44156866829821434,-1.1462574434909971,-0.09143981275916355,-0.903714375407838,1,HAMMER_CURLS
1.275,-4.451094909802853,-0.31800279045721586,-1.5741518800478056,-0.12212089826230417,-1.1503901797823723,1,HAMMER_CURLS
1.3,-4.223796453965794,-0.20754647962392944,-1.9966729099824956,-0.163483282895187,-1.403537505024544,1,HAMMER_CURLS
1.325,-4.049315952453089,-0.12584466452609594,-2.421310552399269,-0.2098903263087587,-1.6394743793268884,1,HAMMER_CURLS
1.35,-3.9432737975967074,-0.09299373599725635,-2.8563454392527334,-0.24897437096221808,-1.8524784966675445,1,HAMMER_CURLS
1.375,-3.9316547621117808,-0.1297478042528325,-3.2835546742458273,-0.29642539073461577,-2.046624080394534,1,HAMMER_CURLS
1.4,-4.0113851510286835,-0.273430454607483,-3.695500195639992,-0.3785385964025563,-2.1896198245259173,1,HAMMER_CURLS
1.425,-4.140188226741404,-0.5154835011723803,-4.118176302828654,-0.491116612470501,-2.2802863856820084,1,HAMMER_CURLS
1.45,-4.27605384509559,-0.7795444686131214,-4.5731014571257536,-0.6085764673301985,-2.3992107222632346,1,HAMMER_CURLS
1.475,-4.387264547085019,-1.0162034140944451,-5.015437456937482,-0.7246364337779453,-2.5916067033346444,1,HAMMER_CURLS
1.5,-4.462852388177089,-1.2710435014883397,-5.357353600314026,-0.8842781517762617,-2.769168892195636,1,HAMMER_CURLS
1.525,-4.508178728101332,-1.6560466766088238,-5.614195459003632,-1.1391900642679516,-2.761366843122429,1,HAMMER_CURLS
1.55,-4.530545741787516,-2.2168421802964455,-5.845949164656581,-1.4387285312991263,-2.504911691417985,1,HAMMER_CURLS
1.575,-4.617749100929252,-2.8878174421294664,-6.0283050646060445,-1.6769660032902578,-2.0929659768723927,1,HAMMER_CURLS
1.6,-4.965400009852644,-3.5386892237281966,-6.053872559392274,-1.7740512844967895,-1.7152418562009382,1,HAMMER_CURLS
1.625,-5.757502273828466,-4.050468366756443,-5.855336125755998,-1.6946454239346143,-1.5992320351020277,1,HAMMER_CURLS
1.65,-7.078583392415683,-4.412897332500536,-5.443087285268576,-1.4324270320859547,-1.8619620265497445,1,HAMMER_CURLS
1.675,-8.897965331772467,-4.683321936592106,-4.93237856144773,-1.0444763782385746,-2.4531645038408594,1,HAMMER_CURLS
1.7,-11.046040041878669,-4.923686442153663,-4.571047918859381,-0.6544247599320064,-3.22789116422793,1,HAMMER_CURLS
1.725,-13.251190867086144,-5.1444996372474705,-4.583790647701529,-0.37947663924585784,-4.0322172340762386,1,HAMMER_CURLS
1.75,-15.291360666633249,-5.255780595126225,-4.960274254950467,-0.30375711435696345,-4.7747873739465785,1,HAMMER_CURLS
1.775,-17.040950471205587,-5.129422558568758,-5.547107799460687,-0.4302390689278801,-5.3704811279323685,1,HAMMER_CURLS
1.8,-18.466435029805634,-4.653350061813475,-6.177614307130593,-0.6540110297438496,-5.745118871135225,1,HAMMER_CURLS
1.825,-19.655509920276867,-3.723617832155467,-6.691636901238398,-0.8422254391238818,-5.934600139511679,1,HAMMER_CURLS
1.85,-20.73789517935559,-2.365190900834274,-6.98438486657946,-0.8970942955103899,-6.047300893813687,1,HAMMER_CURLS
1.875,-21.797492604821098,-0.825731031240667,-7.042471718534693,-0.8132902767992093,-6.151976449860685,1,HAMMER_CURLS
1.9,-22.821917960161638,0.5631526888010167,-6.962455647810771,-0.6515794987925848,-6.240468317370193,1,HAMMER_CURLS
1.925,-23.737950717756775,1.5812537541301943,-6.854870912225066,-0.46402575869143653,-6.269507857032487,1,HAMMER_CURLS
1.95,-24.475768212049033,2.145630280620585,-6.751421621151744,-0.2773833805047781,-6.196726008883989,1,HAMMER_CURLS
1.975,-24.97070096451773,2.244921932935154,-6.624135775396184,-0.11380272217652833,-5.950085147964795,1,HAMMER_CURLS
2.0,-25.136117626511776,1.9520672769522094,-6.437905737391847,-0.013174128741547496,-5.472628329126656,1,HAMMER_CURLS
2.025,-24.91028029417817,1.4404758218905138,-6.181592012401557,0.005935491618489913,-4.771540780139125,1,HAMMER_CURLS
2.05,-24.283405863253353,0.9265977220112042,-5.87515560719077,-0.039734393411261885,-3.9290419232601272,1,HAMMER_CURLS
2.075,-23.293208134522644,0.5557351719852998,-5.533373606944391,-0.13385454753231887,-3.0562897393864366,1,HAMMER_CURLS
2.1,-21.976242948130224,0.3361932771599167,-5.1409041152499455,-0.27060525052623424,-2.2200201908828765,1,HAMMER_CURLS
2.125,-20.365450573389996,0.18704663239344022,-4.68545103258476,-0.43926919654933877,-1.4419170835377768,1,HAMMER_CURLS
2.15,-18.495489608619536,0.04685096516895586,-4.237679960630013,-0.6086685259133403,-0.7248975879015773,1,HAMMER_CURLS
2.175,-16.37076715920842,-0.10650860401698728,-3.875558526088424,-0.7334896659328011,-0.06493245820193613,1,HAMMER_CURLS
2.2,-14.031225956144224,-0.2849684020471866,-3.521470553717821,-0.8059941574188217,0.5468239230843764,1,HAMMER_CURLS
2.225,-11.612518398476432,-0.5364307044654286,-3.0101392887594205,-0.8628901888009932,1.1863328410603484,1,HAMMER_CURLS
2.25,-9.265542612774924,-0.9308661154941077,-2.282835925578919,-0.9441223270463124,1.9877537920360708,1,HAMMER_CURLS
2.275,-7.051135973718165,-1.458316542379583,-1.4672367665383546,-1.0725396806060261,2.9788467169911104,1,HAMMER_CURLS
2.3,-4.962758066325732,-1.9723118342648287,-0.69756462657662,-1.193401285943101,3.9969844734257785,1,HAMMER_CURLS
2.325,-3.0150638566229238,-2.352421000473635,0.01052927550029331,-1.2067510581545693,4.85039851091942,1,HAMMER_CURLS
2.35,-1.2017658351149094,-2.5122934569467232,0.6278508449662865,-1.0628252996048264,5.411542043004488,1,HAMMER_CURLS
2.375,0.4167091740270201,-2.415839453156907,1.140946897055796,-0.8304353597703308,5.650824206124523,1,HAMMER_CURLS
2.4,1.714492902454928,-2.167275285668995,1.5035188725395239,-0.6341109358385757,5.6877983963867935,1,HAMMER_CURLS
2.425,2.6065159045424595,-1.948349533757312,1.6109042561368394,-0.523675998083394,5.664089730953733,1,HAMMER_CURLS
2.45,3.04398898223737,-1.859583459059956,1.3859728575067414,-0.4696354291771932,5.5817569703789465,1,HAMMER_CURLS
2.475,3.024675659051635,-1.830695419468459,0.7708478765889071,-0.42575954921988435,5.332645250827716,1,HAMMER_CURLS
2.5,2.621313262020722,-1.691331552884938,-0.20712625017507738,-0.35045255187808644,4.709718113821085,1,BICEPS_CURLS
2.525,1.9467127809399107,-1.3349016886532086,-1.3794215095743732,-0.21503992783632375,3.535494653261919,1,BICEPS_CURLS
2.55,1.0831670991992186,-0.7836919508480542,-2.5891459967859034,-0.027879129262872362,1.831721746201066,1,BICEPS_CURLS
2.575,0.061686095768240454,-0.14382285154741248,-3.8102073725939647,0.16700010580077146,-0.17337217377912073,1,BICEPS_CURLS
2.6,-1.0925130041706446,0.4867715833202056,-5.038418489090716,0.3393548151901534,-2.19403372765829,1,BICEPS_CURLS
2.625,-2.36925260650996,1.0815794514902128,-6.251180462674443,0.4612831677659613,-3.97312167369429,1,BICEPS_CURLS
2.65,-3.7900169410889815,1.6107096741477833,-7.4824812213011835,0.5130938086300906,-5.2987279504353575,1,BICEPS_CURLS
2.675,-5.391699987356612,2.099045033468715,-8.755416457731176,0.5237709362991039,-6.114699355082644,1,BICEPS_CURLS
2.7,-7.199550352261929,2.5689627138295794,-10.002355033367692,0.5293067878555241,-6.502223152460395,1,BICEPS_CURLS
2.725,-9.160425672142098,2.994514489825828,-11.115257622256836,0.5338423569871628,-6.665693710785586,1,BICEPS_CURLS
2.75,-11.168604508870645,3.3365271273364305,-12.03722262121734,0.5105733932926988,-6.813369351223943,1,BICEPS_CURLS
2.775,-13.127022013723296,3.563687093152851,-12.75843486424038,0.45303652207364997,-7.050133108330807,1,BICEPS_CURLS
2.8,-14.952361461406023,3.649440820107213,-13.296136314886576,0.38587998955802594,-7.357005922044762,1,BICEPS_CURLS
2.825,-16.599792555131447,3.65256458856581,-13.699390074309427,0.35312932993333035,-7.692425439953411,1,BICEPS_CURLS
2.85,-18.09666109054218,3.6834705124245044,-13.989456575030133,0.3557085805000136,-8.0338972068835,1,BICEPS_CURLS
2.875,-19.492284794237463,3.7549323299946535,-14.088593851469536,0.35951385077197257,-8.301970701479503,1,BICEPS_CURLS
2.9,-20.771577203664794,3.74454005116244,-13.910380040376522,0.33746540276618475,-8.338948202398239,1,BICEPS_CURLS
2.925,-21.85559431273851,3.479140178027837,-13.466195592975657,0.22146077240149767,-8.0003168533441,1,BICEPS_CURLS
2.95,-22.640029465167924,2.888915019699069,-12.841866221652014,-0.0074728686217272345,-7.210537800339647,1,BICEPS_CURLS
2.975,-23.047632903435897,2.0523177457916417,-12.058002061494776,-0.33376549680436796,-5.946299319450323,1,BICEPS_CURLS
3.0,-22.949636734768212,1.0157531705470018,-11.138887434626755,-0.8382464855759154,-4.168531236047271,1,BICEPS_CURLS
3.025,-22.210110191607086,-0.18053993245991706,-10.169098426284206,-1.6170422028565647,-1.9110913002816836,1,BICEPS_CURLS
